cpu_usage,memory_usage,error_rate,latency_p99,disk_usage,network_in,pod_restarts,hour_of_day,severity
25.62,78.64,0.903,182.2,26.09,64.13,0,21,0
52.03,10.58,0.972,106.0,45.88,31.6,1,16,0
12.66,24.18,0.445,155.0,47.56,24.95,1,9,0
38.9,31.16,0.434,35.6,39.55,45.06,2,7,0
5.82,45.49,0.762,48.8,38.89,63.99,2,20,0
45.88,46.23,2.076,61.0,25.63,74.38,1,8,0
28.76,64.67,2.675,26.8,31.5,24.19,0,7,0
65.18,28.0,1.651,24.8,56.75,10.44,1,8,0
5.85,23.89,1.133,33.6,38.98,63.39,0,12,0
10.71,41.81,4.1,56.8,42.89,39.24,2,10,0
24.0,72.48,1.501,89.9,11.37,51.42,0,6,0
16.31,34.77,2.628,30.9,45.74,64.94,1,16,0
49.16,32.2,0.345,170.0,52.26,21.33,1,2,0
35.6,15.22,0.65,152.8,37.25,13.87,0,6,0
2.94,68.98,0.342,72.3,19.42,3.89,1,12,0
36.38,66.18,1.705,56.7,63.44,65.41,2,1,0
22.14,64.35,4.747,29.1,37.16,44.65,1,17,0
31.99,74.58,1.996,18.3,29.1,32.46,0,0,0
18.71,41.64,3.093,44.2,36.29,74.44,1,9,0
35.59,29.12,1.406,176.0,40.97,24.64,1,14,0
56.52,9.74,0.456,172.3,76.02,38.81,1,18,0
23.06,20.24,2.594,202.1,67.46,176.35,0,10,0
23.89,65.13,3.149,40.4,45.13,12.32,2,10,0
8.73,57.96,0.885,90.6,71.44,77.75,0,23,0
65.77,70.7,3.957,20.7,17.09,7.31,0,14,0
44.45,67.44,4.502,59.0,36.42,15.16,1,22,0
38.9,56.18,0.467,88.6,40.54,20.33,1,9,0
24.62,38.61,0.727,13.8,48.4,1.49,0,16,0
16.21,17.99,4.429,675.8,30.23,58.32,0,7,1
26.56,24.05,0.053,8.5,34.09,68.5,0,6,0
38.03,7.29,2.518,54.5,32.4,105.24,0,9,0
25.75,31.28,2.396,90.1,43.33,106.61,1,9,0
15.73,14.95,0.593,91.8,46.87,78.5,1,9,0
14.41,29.42,1.024,173.0,69.47,34.21,2,23,0
34.08,31.95,6.562,93.2,60.63,56.6,2,0,1
44.02,70.76,1.155,64.8,34.52,67.04,0,8,0
22.7,80.04,1.095,127.6,67.76,12.15,2,4,1
3.96,31.71,1.954,184.7,44.47,29.23,1,4,0
28.27,41.53,1.59,32.5,37.14,9.27,2,14,0
16.22,91.39,0.149,27.8,65.61,14.15,4,9,1
21.18,59.34,5.57,88.1,45.03,4.38,0,5,1
17.97,15.62,0.892,159.1,44.15,145.53,0,3,0
30.71,58.14,1.486,39.5,47.75,29.32,1,8,0
15.94,82.98,0.257,132.5,55.0,2.01,1,19,1
0.54,10.74,0.494,324.0,36.89,0.28,1,3,0
30.73,57.13,2.786,7.2,47.78,70.19,0,3,0
33.25,26.17,2.692,226.3,16.79,13.58,0,10,0
6.26,39.48,0.505,68.0,59.98,13.41,0,4,0
62.25,24.77,0.223,60.3,62.64,35.75,0,0,0
8.97,46.4,0.735,221.2,41.92,97.24,1,6,0
5.72,47.05,2.228,8.4,38.36,2.58,1,21,0
14.17,64.69,2.141,125.9,56.2,112.49,2,10,0
18.98,22.77,1.355,46.6,63.65,114.94,0,9,0
17.38,51.94,0.423,122.3,86.38,54.43,0,5,0
29.75,77.88,0.174,23.6,21.59,103.93,0,11,0
9.87,26.21,0.971,35.8,21.78,34.35,2,13,0
15.85,38.36,0.276,98.6,42.38,2.58,0,12,0
28.69,74.82,0.037,93.2,38.76,69.71,1,7,0
19.18,16.81,2.644,118.4,62.88,20.76,1,3,0
25.11,22.44,10.35,61.2,44.9,7.36,0,23,1
26.93,35.08,2.351,112.9,28.61,70.35,1,14,0
24.7,50.74,0.029,93.1,43.24,130.81,0,18,0
19.8,55.15,0.514,47.8,13.46,91.66,1,20,0
9.17,53.47,1.174,188.5,72.21,30.5,4,3,1
22.38,13.46,0.679,4.3,37.07,52.64,1,0,0
16.62,48.35,1.327,151.7,29.51,44.64,0,20,0
61.68,26.23,0.421,52.7,54.34,18.29,0,18,0
39.32,88.16,0.647,40.7,38.28,28.52,1,19,1
14.57,47.1,4.015,18.1,45.76,118.97,1,10,0
54.95,38.44,0.981,213.6,26.92,25.48,2,12,0
46.99,13.13,3.708,265.7,57.71,32.23,1,2,0
10.93,8.25,0.364,29.8,28.18,1.98,2,19,0
28.67,73.58,2.456,36.3,47.98,29.67,0,17,0
30.43,88.92,3.562,42.1,54.31,90.43,1,7,1
32.59,39.52,0.724,16.2,39.59,15.27,0,11,0
7.67,68.79,0.588,23.5,54.85,42.28,0,9,0
48.77,40.02,0.754,69.1,79.35,51.7,0,5,0
10.04,56.53,0.275,199.4,40.73,39.45,1,1,0
16.29,54.92,0.157,310.2,32.77,70.46,0,21,0
26.07,69.58,1.58,29.8,38.79,32.21,3,6,0
11.7,39.13,0.001,27.3,37.27,94.96,3,8,0
31.96,25.47,0.22,353.4,46.37,70.0,0,0,0
45.68,18.35,0.263,51.2,43.32,34.96,0,3,0
17.21,65.0,0.104,27.2,13.59,3.97,1,3,0
14.85,11.67,3.879,79.1,69.64,126.28,0,21,0
36.1,59.06,0.398,75.9,57.84,17.77,2,13,0
56.46,56.12,0.218,78.2,30.85,10.48,1,10,0
20.33,52.18,2.897,81.3,42.29,23.55,2,22,0
23.64,19.83,3.333,25.5,38.3,8.81,0,4,0
9.88,63.21,2.294,94.9,40.03,8.73,1,12,0
24.17,30.73,0.164,23.4,51.17,21.21,0,4,0
21.63,31.15,1.604,63.8,51.48,56.25,3,0,0
9.74,35.73,3.582,142.5,47.04,90.47,0,14,0
36.85,64.46,6.271,130.0,19.35,192.41,2,13,1
38.26,18.6,0.175,190.6,34.3,81.35,2,1,0
17.31,83.41,0.939,28.9,42.98,2.78,4,2,1
54.98,15.81,1.739,435.1,26.07,11.4,2,14,0
25.97,27.78,2.908,33.3,58.84,21.15,0,11,0
33.94,20.65,0.019,71.7,71.78,33.44,1,5,0
4.19,22.88,1.125,52.2,20.8,38.85,1,1,0
27.89,19.83,1.864,21.8,38.2,20.08,0,13,0
40.97,48.73,2.908,69.6,16.47,206.54,1,18,0
29.67,40.43,3.843,22.0,58.4,183.1,0,16,0
31.41,41.95,1.951,87.1,19.53,39.53,1,3,0
9.69,7.55,1.987,131.2,38.82,24.41,1,14,0
55.48,9.1,1.992,49.9,56.0,20.47,0,16,0
36.25,40.15,1.245,19.2,37.62,110.22,2,21,0
23.94,26.39,0.305,107.5,18.54,0.98,0,7,0
25.46,22.91,0.101,124.6,46.51,17.35,2,2,0
37.59,36.01,7.405,9.8,25.31,6.98,1,16,1
27.09,40.86,2.388,24.3,50.08,28.01,1,12,0
12.17,14.3,0.594,58.0,27.58,97.69,0,8,0
30.26,49.19,8.699,38.7,48.53,4.93,1,8,1
25.14,24.96,0.28,177.6,29.8,80.9,0,18,0
23.57,72.58,0.222,48.5,42.51,93.03,1,20,0
10.41,18.2,2.159,32.8,66.25,38.15,2,3,0
1.48,62.01,0.17,49.6,24.21,9.86,0,2,0
49.62,31.59,1.351,24.9,16.65,1.25,0,0,0
25.38,39.64,0.484,56.3,34.53,43.01,0,8,0
52.23,20.39,0.724,53.6,29.04,4.03,1,22,0
35.1,34.24,1.829,163.7,59.93,37.44,1,11,0
33.55,44.06,2.422,18.0,61.61,27.41,2,0,0
24.4,41.33,0.779,58.9,40.02,58.7,0,10,0
6.98,33.46,0.551,32.2,30.15,26.11,0,4,0
14.93,16.54,3.601,40.4,33.74,25.09,0,10,0
8.11,38.24,3.034,49.2,32.54,70.61,2,19,0
28.11,17.45,5.419,91.2,58.28,192.41,2,9,1
16.71,23.63,1.916,15.4,31.69,0.82,1,3,0
36.11,42.43,1.545,57.7,12.61,22.5,0,13,0
23.18,27.71,4.094,6.6,52.2,80.95,0,16,0
33.56,9.59,0.727,127.3,35.14,19.26,1,14,0
22.44,28.58,4.236,120.1,60.05,45.24,1,11,0
20.83,44.94,1.417,68.4,45.18,20.97,1,17,0
13.66,39.93,16.047,36.6,20.48,0.73,2,22,2
12.94,88.32,5.422,27.1,65.62,125.9,1,9,1
11.17,63.5,2.16,49.1,22.3,25.22,4,3,1
45.5,18.1,0.676,79.3,46.6,13.31,0,14,0
20.03,11.65,6.339,51.3,58.0,23.04,0,2,1
30.93,41.49,11.076,86.5,54.34,103.37,2,12,1
36.2,14.43,0.386,202.5,70.66,4.1,0,14,0
10.18,23.82,0.659,61.0,52.67,7.11,0,3,0
53.62,2.83,0.257,38.0,21.13,14.77,0,14,0
55.88,56.05,2.268,57.1,10.35,36.6,2,10,0
21.87,12.93,0.362,31.1,56.64,66.95,4,11,1
10.49,37.32,0.674,13.1,39.24,100.4,0,9,0
40.22,27.91,4.276,46.6,67.9,87.29,3,17,0
6.73,52.79,0.356,81.3,29.88,16.09,1,9,0
33.63,33.54,0.366,23.4,27.9,50.82,3,18,0
16.5,64.54,0.101,176.1,48.11,10.68,0,0,0
19.14,69.32,4.804,62.8,60.54,40.16,0,12,0
33.75,49.86,1.047,90.2,49.61,48.29,0,12,0
6.15,69.53,1.559,34.7,58.46,38.34,2,21,0
2.66,67.74,1.797,41.0,32.31,11.94,0,19,0
33.99,20.49,3.403,231.9,31.32,126.4,0,14,0
48.51,43.29,0.436,38.1,60.4,12.12,1,6,0
17.92,60.42,3.312,44.3,26.84,2.59,0,15,0
29.62,11.86,1.003,20.1,79.53,53.03,1,23,0
5.49,33.1,1.236,74.5,51.45,11.4,1,10,0
50.1,37.72,1.312,12.5,58.95,6.36,0,22,0
46.51,33.61,0.117,32.3,30.32,18.39,1,0,0
15.57,78.12,4.666,45.6,47.46,98.66,1,15,0
49.44,42.06,0.481,122.8,34.28,0.94,0,3,0
34.46,44.71,0.317,7.8,35.91,123.72,1,4,0
24.67,50.61,2.542,163.0,72.14,119.91,2,4,0
53.19,29.92,2.23,270.1,43.47,21.33,0,17,0
30.32,25.85,0.576,10.4,83.08,139.78,2,14,0
44.49,89.68,2.526,120.9,42.97,30.19,0,14,1
23.79,25.71,3.792,19.9,24.86,105.58,1,23,0
34.67,7.77,0.744,137.7,38.04,129.01,1,3,0
49.56,69.89,1.316,40.5,40.23,61.35,1,12,0
27.31,8.22,2.82,74.7,37.7,215.51,2,6,0
15.09,45.11,0.822,205.4,63.19,60.43,1,6,0
7.98,36.92,3.504,42.2,38.62,35.26,4,6,1
38.38,59.68,2.006,19.6,54.7,101.85,1,1,0
52.54,56.3,0.525,18.8,30.38,272.42,2,5,0
23.27,22.03,0.43,86.7,19.99,162.53,1,20,0
6.88,24.53,0.401,132.6,58.09,35.07,1,8,0
26.77,47.86,0.376,26.7,47.09,21.06,2,12,0
38.77,74.67,1.399,71.7,22.68,119.36,1,14,0
10.54,52.18,5.165,24.7,49.95,7.56,1,16,1
40.74,11.76,1.944,14.8,38.89,8.9,2,20,0
20.53,49.38,2.223,61.2,39.14,29.17,1,6,0
53.57,37.64,3.317,107.8,52.29,21.05,2,2,0
20.77,49.75,5.077,67.7,24.6,235.73,0,20,1
15.91,4.11,1.98,195.9,27.87,33.35,3,2,0
37.93,53.73,0.672,268.8,37.57,21.02,0,7,0
20.66,33.94,2.837,156.0,19.83,6.87,1,14,0
79.48,41.6,0.358,21.4,64.96,167.14,0,0,1
30.8,37.98,1.369,10.0,46.03,20.06,1,7,0
30.69,28.38,3.094,66.5,78.21,19.71,1,10,0
12.99,22.2,1.445,54.9,44.11,159.2,2,8,0
52.43,33.58,3.11,97.0,39.69,28.08,0,11,0
32.34,35.32,3.8,59.9,24.03,51.12,2,13,0
25.98,42.69,1.363,169.6,34.85,5.38,0,13,0
29.88,41.21,0.864,51.9,34.38,32.13,0,2,0
23.34,14.54,3.127,131.6,41.04,46.05,1,15,0
12.08,28.24,3.106,26.6,31.33,48.96,1,16,0
46.71,29.22,0.925,52.8,61.14,10.09,0,10,0
49.78,79.58,4.703,32.3,66.54,2.35,0,4,0
35.76,39.25,1.111,8.6,19.82,39.81,3,13,0
35.55,67.1,1.282,126.9,49.24,10.13,1,17,0
22.15,8.99,0.047,58.9,21.02,121.67,0,0,0
42.09,86.94,1.955,78.6,16.97,26.62,2,19,1
53.61,40.78,0.572,134.8,40.41,33.51,2,14,0
31.03,43.77,0.641,33.0,28.05,17.42,0,4,0
18.31,54.48,0.921,194.0,36.13,56.53,0,5,0
25.57,47.19,0.021,29.5,33.0,18.95,2,9,0
17.67,57.95,1.258,201.7,38.86,40.93,1,11,0
58.67,52.83,1.918,161.5,27.62,9.42,0,16,0
0.36,47.45,1.785,78.4,59.34,19.45,1,4,0
44.28,69.32,2.163,89.8,72.42,4.49,0,15,0
36.2,22.37,1.196,14.8,13.25,7.28,1,6,0
53.03,7.46,0.651,31.3,60.96,44.23,0,20,0
18.09,30.8,2.933,7.4,49.7,100.2,0,10,0
44.98,58.85,8.506,95.9,76.84,0.17,0,8,1
19.18,8.69,0.463,37.3,34.85,30.44,3,9,0
19.78,12.33,0.061,4.3,30.71,59.9,0,12,0
16.08,39.24,4.452,28.2,60.34,19.09,1,22,0
22.79,35.36,0.225,29.3,25.27,3.19,0,11,0
31.08,61.58,5.722,94.4,66.71,25.54,2,3,1
20.92,44.06,0.998,35.8,20.34,60.8,2,22,0
20.91,31.38,1.959,44.5,22.23,101.02,1,19,0
18.8,35.07,0.432,57.4,27.08,27.74,0,0,0
67.09,39.83,2.151,161.4,24.81,54.65,0,19,0
10.51,37.26,1.266,28.9,38.61,80.3,3,12,0
32.13,50.01,1.385,54.8,38.26,89.96,2,3,0
21.52,47.51,5.008,154.9,23.06,8.25,0,1,1
22.43,15.86,0.309,176.0,20.72,62.61,1,23,0
32.57,14.44,2.607,140.7,58.52,80.01,1,19,0
26.26,37.85,1.013,63.3,26.67,179.19,2,19,0
19.78,26.67,1.191,113.9,21.23,19.85,1,6,0
38.22,45.15,5.974,247.9,50.53,120.32,3,6,1
22.0,3.37,0.274,155.7,45.88,39.84,0,7,0
29.24,41.88,3.179,58.9,46.02,102.02,0,3,0
59.08,29.02,0.67,87.7,13.27,77.54,0,23,0
41.52,36.14,0.971,16.1,17.82,52.65,1,3,0
33.86,28.65,2.214,81.1,69.67,90.43,1,20,0
29.46,55.41,0.032,76.0,56.98,73.36,1,11,0
56.33,61.96,1.138,154.5,47.28,51.47,1,12,0
21.89,21.09,4.755,72.6,64.82,17.1,1,1,0
17.68,41.43,0.645,16.4,34.65,46.02,0,15,0
16.45,64.21,0.008,74.7,24.51,2.56,4,16,1
25.49,53.74,1.197,490.0,33.76,59.9,0,15,0
12.28,33.63,2.375,179.2,65.73,9.45,0,8,0
29.56,49.54,4.994,84.3,54.32,20.32,1,2,0
17.19,16.71,0.408,90.9,65.45,16.05,4,20,1
17.44,54.47,1.381,6.1,42.98,11.51,0,3,0
46.88,12.58,3.998,51.4,47.92,30.04,0,0,0
6.67,70.07,0.372,142.6,40.06,59.16,1,6,0
9.22,39.49,1.717,92.9,33.51,12.11,1,19,0
21.11,20.35,0.076,110.5,25.67,19.46,1,22,0
35.49,14.33,0.05,21.0,27.6,7.63,2,5,0
21.57,46.36,1.3,231.7,20.35,144.73,2,7,0
22.75,54.9,5.499,19.5,36.46,43.49,2,10,1
48.5,18.39,5.221,178.4,36.17,54.89,2,10,1
20.27,44.31,0.795,8.9,39.86,45.32,1,8,0
39.98,13.26,1.997,167.1,73.19,145.77,1,19,0
21.15,12.3,1.941,8.6,32.21,99.39,1,19,0
11.85,35.26,2.008,50.7,22.4,9.77,1,12,0
27.23,18.43,3.079,108.4,29.7,164.01,0,11,0
10.57,54.57,2.825,79.1,62.01,3.07,0,11,0
11.6,5.69,0.63,104.4,29.96,6.72,3,13,0
32.88,59.21,2.033,11.3,37.48,7.46,1,14,0
31.57,62.32,0.644,56.7,23.49,86.83,1,3,0
16.4,49.05,0.12,29.8,34.99,22.76,4,14,1
49.66,28.84,3.417,144.6,26.91,33.47,2,17,0
27.5,56.12,0.533,34.7,23.88,18.47,2,14,0
25.88,34.03,0.622,19.1,21.94,78.3,0,13,0
34.78,47.95,0.416,262.5,26.64,27.51,1,9,0
59.18,29.79,1.249,39.4,21.57,115.97,2,4,0
15.69,46.39,7.411,137.8,66.84,9.84,1,22,1
32.83,25.88,0.809,55.6,57.71,0.02,1,3,0
20.3,66.31,0.834,17.9,53.91,2.54,1,12,0
9.11,22.43,1.409,77.4,41.18,1.61,3,4,0
36.07,52.03,1.526,72.1,40.47,1.75,1,9,0
56.87,74.87,0.401,29.7,43.26,30.79,1,13,0
9.21,21.18,1.447,467.6,70.7,16.77,0,8,0
17.07,68.88,0.217,29.5,40.48,50.6,0,9,0
41.92,58.05,0.379,11.2,48.85,6.02,0,6,0
12.02,54.77,2.559,55.4,6.99,34.62,0,1,0
40.21,11.96,1.77,176.2,90.79,0.02,4,3,1
34.72,37.51,0.081,26.0,53.51,46.62,1,14,0
31.24,42.48,0.232,70.2,41.93,189.78,0,4,0
36.37,32.34,3.616,33.3,31.6,52.2,2,4,0
4.57,43.96,0.619,5.6,32.19,20.85,0,17,0
38.86,38.36,6.971,327.2,36.96,43.36,0,22,1
29.05,27.64,4.533,25.3,16.65,66.49,1,22,0
62.07,61.35,1.672,19.2,41.5,12.45,0,3,0
21.84,7.56,4.317,13.3,35.48,52.49,1,11,0
40.71,16.24,1.451,33.5,31.1,15.98,0,8,0
26.29,44.06,1.387,52.0,70.35,70.97,2,20,0
19.44,23.67,0.642,21.9,78.08,166.02,1,20,0
22.1,14.2,8.462,50.8,59.43,59.95,0,20,1
32.01,45.01,3.683,18.8,45.06,34.94,1,8,0
27.47,60.01,3.599,100.6,35.89,178.42,0,14,0
45.95,50.63,1.669,63.1,51.79,96.57,0,11,0
15.6,19.4,3.945,25.7,34.43,50.96,1,23,0
33.0,60.06,1.654,14.4,45.98,43.59,2,16,0
7.17,25.34,1.111,56.2,14.54,3.9,0,13,0
34.66,34.54,5.027,58.6,46.86,7.4,0,16,1
37.09,30.56,2.611,125.6,60.41,75.87,2,8,0
25.37,21.67,1.554,6.3,37.52,0.56,2,13,0
17.15,5.02,3.126,79.2,55.6,9.05,1,16,0
14.25,11.63,1.656,11.1,18.67,13.59,3,1,0
12.79,17.8,3.67,49.9,66.19,70.66,0,3,0
58.89,55.27,0.762,68.1,33.94,87.44,1,21,0
64.65,46.39,6.248,53.3,54.7,51.11,0,11,1
53.87,58.78,4.243,70.2,36.21,107.7,2,3,0
13.65,52.57,2.829,176.0,11.33,11.07,1,5,0
22.39,11.32,2.542,53.1,29.72,7.22,1,14,0
11.44,58.94,1.084,23.0,15.88,54.36,0,8,0
37.77,37.13,0.086,56.9,18.24,86.02,3,8,0
45.19,38.39,3.418,186.1,67.05,40.26,0,3,0
57.79,14.17,8.763,215.6,53.34,145.45,0,19,1
28.14,23.48,1.2,84.1,31.85,0.93,0,8,0
45.2,55.52,0.816,27.9,33.75,13.33,0,11,0
18.96,52.54,0.636,18.4,39.36,4.4,2,17,0
35.58,18.24,0.169,64.0,76.71,36.63,1,2,0
17.11,42.05,4.098,12.0,31.15,26.63,1,11,0
40.36,25.85,3.834,112.6,38.4,35.01,0,13,0
23.0,44.31,1.986,31.3,48.97,28.83,2,10,0
20.87,35.6,0.446,82.0,38.96,2.5,2,9,0
26.51,11.25,1.0,48.8,30.76,29.33,0,8,0
29.2,51.32,2.561,76.3,42.62,11.31,2,5,0
23.01,50.45,0.579,46.0,64.83,45.63,1,3,0
24.2,52.27,0.73,53.6,73.5,113.68,0,14,0
27.74,23.87,5.247,86.1,14.76,59.7,0,1,1
9.41,67.14,0.594,43.4,64.32,38.89,1,22,0
49.82,28.43,0.146,82.7,64.48,194.25,1,9,0
38.55,38.3,3.16,61.0,20.6,26.43,0,4,0
27.26,20.78,0.37,59.0,63.81,29.43,1,2,0
34.27,60.74,6.168,22.9,60.24,22.9,1,5,1
35.44,54.59,0.222,51.8,43.17,118.37,1,17,0
36.19,40.27,1.58,11.1,31.63,19.77,0,10,0
44.0,29.8,2.43,2.2,57.59,11.79,0,23,0
40.81,41.33,1.405,254.7,15.15,38.68,1,13,0
37.59,34.38,0.131,159.9,49.55,173.86,1,2,0
11.82,14.9,0.261,41.2,16.53,153.54,0,18,0
15.53,29.85,1.055,30.9,62.19,12.13,0,16,0
43.6,56.04,4.087,57.2,32.95,2.29,2,5,0
23.22,53.43,0.513,41.9,53.75,30.43,1,18,0
45.32,34.71,1.163,88.8,27.77,37.91,1,0,0
8.93,11.43,6.452,11.5,59.55,6.9,1,21,1
44.85,31.67,0.57,47.5,32.45,6.02,0,23,0
7.48,30.28,0.563,121.8,20.69,53.82,0,11,0
24.35,23.52,0.581,27.7,45.65,7.32,0,4,0
21.6,57.11,3.077,51.6,31.79,17.09,1,1,0
6.07,73.2,1.545,13.8,46.17,156.37,2,5,0
22.88,36.39,0.008,40.6,37.41,3.38,2,15,0
25.81,30.65,1.238,18.9,43.92,4.3,0,7,0
18.0,54.45,4.644,31.0,90.6,9.19,0,7,0
10.53,23.22,0.316,287.6,47.9,25.36,1,16,0
39.56,41.85,0.15,19.4,54.08,60.87,1,8,0
13.26,26.3,2.261,142.8,32.74,197.45,1,10,0
30.93,22.56,4.319,99.6,27.24,2.47,0,13,0
35.69,9.85,2.92,20.2,38.44,39.28,3,21,0
57.11,35.83,3.461,25.8,24.18,187.86,0,23,0
39.82,42.39,2.806,28.5,18.48,140.38,0,4,0
20.74,56.57,3.524,35.4,50.09,1.44,0,9,0
27.05,47.52,2.207,17.4,31.72,60.82,0,16,0
11.65,15.63,1.511,12.2,51.9,33.64,1,13,0
35.08,37.8,0.11,40.8,21.95,144.65,0,12,0
31.06,26.23,1.976,217.6,26.89,0.05,1,19,0
50.99,70.24,4.064,27.8,59.56,157.88,2,21,0
23.41,16.43,2.837,116.2,48.51,39.02,2,9,0
9.33,78.22,8.457,37.3,51.43,9.92,0,2,1
20.17,44.54,2.305,22.4,38.56,158.6,0,5,0
15.05,71.22,8.944,16.1,41.47,31.59,1,5,1
24.31,27.81,0.17,23.1,46.34,27.47,2,16,0
36.43,56.51,2.757,35.2,57.33,8.37,0,18,0
21.56,22.39,4.027,54.5,35.65,21.78,1,19,0
16.64,19.94,1.241,101.2,31.01,227.85,0,6,0
25.27,8.92,0.355,27.4,29.24,50.87,2,16,0
44.36,52.0,1.553,110.3,79.15,41.23,1,18,0
26.84,39.81,4.86,29.8,33.78,59.15,1,10,0
25.1,14.33,1.185,47.7,58.03,81.15,2,12,0
27.9,59.32,0.097,285.0,26.43,231.91,0,2,0
42.63,33.9,0.991,68.8,46.16,63.06,2,4,0
44.8,37.96,2.696,251.5,57.53,21.38,2,18,0
24.62,30.6,2.838,43.6,55.69,15.35,1,5,0
12.8,24.81,0.474,17.0,49.17,19.96,0,10,0
14.1,71.44,2.778,45.5,38.1,13.04,0,19,0
11.91,27.35,1.594,206.2,43.04,16.25,1,8,0
21.3,28.46,0.522,8.9,63.93,41.32,0,3,0
30.33,60.98,0.132,320.5,28.95,3.24,0,18,0
0.91,62.54,1.57,7.2,25.57,10.04,1,18,0
23.23,52.8,1.008,23.9,19.17,12.95,2,16,0
50.96,38.14,2.257,104.3,18.6,58.46,1,20,0
30.78,36.77,2.117,152.8,41.59,66.41,1,11,0
37.47,61.21,0.706,63.1,35.63,82.14,1,1,0
13.51,14.86,0.288,148.9,58.5,16.78,1,12,0
6.11,40.59,1.356,31.4,37.8,12.85,2,0,0
6.48,36.57,0.95,100.6,61.08,43.36,3,14,0
26.09,81.46,0.615,88.4,41.94,15.16,1,10,1
23.12,53.42,0.991,70.5,42.69,17.08,0,18,0
52.47,45.23,2.866,26.1,12.53,10.37,1,22,0
45.15,34.65,1.199,112.6,31.51,11.13,1,9,0
10.95,59.92,0.762,37.4,47.29,3.31,2,14,0
26.92,18.34,7.253,21.5,49.17,78.1,1,10,1
24.0,42.07,0.327,13.5,38.17,17.11,0,22,0
23.84,23.85,0.234,43.5,36.86,31.67,2,1,0
44.57,4.76,3.0,119.7,67.76,9.37,1,12,0
56.2,31.46,3.174,5.5,22.3,51.33,2,3,0
40.83,82.07,3.364,358.8,22.73,97.16,2,6,1
35.99,31.29,4.109,38.2,47.57,173.25,2,0,0
21.9,21.13,0.39,223.4,67.26,6.46,2,20,0
7.85,40.35,0.273,214.5,60.17,9.76,1,2,0
24.68,54.01,0.599,21.7,55.7,95.15,1,13,0
47.72,21.43,1.001,89.0,56.56,3.63,0,21,0
33.55,42.0,0.094,79.5,46.56,29.81,0,23,0
27.14,50.07,0.913,48.1,39.05,46.18,1,9,0
46.92,40.09,0.71,228.9,23.38,21.21,1,21,0
23.19,55.96,0.873,26.7,30.9,31.31,2,22,0
1.59,58.36,2.307,46.1,59.54,76.4,2,7,0
38.07,21.86,1.674,290.3,32.36,17.13,1,20,0
32.59,62.03,0.492,228.8,40.54,6.29,0,15,0
14.63,42.17,0.798,67.2,58.91,9.18,2,14,0
46.32,42.94,2.494,45.6,57.95,8.78,1,19,0
29.21,12.5,0.084,89.1,75.68,38.77,1,19,0
67.04,67.84,0.886,157.4,47.13,51.17,3,6,0
34.49,32.54,1.451,61.9,34.67,29.09,1,14,0
10.43,44.02,0.428,150.5,72.42,23.64,2,21,0
4.64,65.03,0.847,105.7,36.51,6.09,2,10,0
41.9,84.2,1.962,67.5,63.77,59.54,1,9,1
68.1,54.59,2.597,369.1,49.55,24.01,0,16,0
9.66,35.91,0.615,12.4,33.19,2.82,0,0,0
49.03,9.29,0.227,153.4,50.14,14.56,0,19,0
12.43,52.32,0.061,8.7,46.74,189.73,1,14,0
20.32,62.66,4.493,38.7,47.71,127.93,0,4,0
37.83,43.41,0.569,59.1,17.32,74.05,1,5,0
28.67,76.07,0.952,54.5,34.86,36.59,0,9,0
17.23,52.44,1.811,48.6,17.12,29.89,2,20,0
25.05,38.23,0.245,46.6,36.08,91.98,1,5,0
67.2,63.66,4.018,103.6,32.88,72.92,0,17,0
29.13,61.52,1.59,203.9,28.93,48.68,0,2,0
10.0,31.33,5.838,554.8,43.59,37.88,0,13,1
15.41,31.09,0.189,24.7,52.42,31.82,1,5,0
66.71,43.02,0.869,165.1,63.95,41.59,2,23,0
46.89,10.81,0.225,23.4,24.55,173.65,0,17,0
5.69,27.3,1.1,65.8,13.36,6.49,1,15,0
49.03,74.45,2.557,50.9,79.77,190.53,0,7,0
20.26,30.72,2.257,321.8,71.99,11.17,1,23,0
21.44,28.69,0.218,103.7,56.67,72.73,1,0,0
24.09,43.41,2.188,90.8,46.94,85.62,0,6,0
33.71,54.95,3.655,411.9,53.27,57.05,0,0,0
5.24,35.13,5.453,54.0,73.24,32.35,2,9,1
12.76,84.83,0.303,45.3,42.73,1.64,4,14,1
21.28,52.06,1.178,32.6,45.73,11.64,1,21,0
52.54,34.76,1.567,12.9,20.38,9.49,1,16,0
21.42,33.85,3.41,75.9,29.61,8.16,2,1,0
24.55,43.34,1.199,53.0,49.02,132.57,0,17,0
8.4,51.85,7.022,68.6,57.73,94.01,0,1,1
45.31,45.76,4.0,63.9,47.45,84.87,0,8,0
28.95,49.09,1.521,81.5,45.06,14.21,0,16,0
14.27,41.84,0.695,67.7,63.79,27.26,2,6,0
27.17,5.44,0.402,16.3,28.98,39.28,0,4,0
30.25,10.14,1.676,214.8,73.73,33.95,1,10,0
18.6,20.67,2.756,61.1,77.54,53.56,0,6,0
37.02,33.79,1.211,12.9,48.3,17.15,3,13,0
3.53,14.87,0.237,157.8,44.79,39.77,0,20,0
47.36,60.7,2.803,63.8,24.29,133.95,1,9,0
19.09,26.55,1.238,51.2,78.63,16.61,1,13,0
10.37,38.13,0.499,209.9,22.45,49.85,1,19,0
28.95,27.54,2.847,42.6,53.26,125.06,0,17,0
